Date,Close,High,Low,Open,Volume
2015-01-02,0.48301148414611816,0.48661070068408296,0.4753331936701973,0.48301148414611816,113680000
2015-01-05,0.4748532176017761,0.4844510788762667,0.4726937166923893,0.4830113925341437,197952000
2015-01-06,0.460456520318985,0.47605300016081925,0.45997663435230407,0.47557311419413834,197764000
2015-01-07,0.4592568278312683,0.4678948903375909,0.4578171412122802,0.4638157877850589,321808000
2015-01-08,0.47653278708457947,0.47941215949381566,0.46429554015671054,0.4645354973920785,283780000
2015-01-09,0.4784524738788605,0.48205169025342115,0.47173398431935015,0.47821254518975764,209540000
2015-01-12,0.4724537432193756,0.47989207472539636,0.46813471294503445,0.47965211747534536,190732000
2015-01-13,0.4717338979244232,0.48565076047667055,0.4683746680617895,0.4760529281790926,236720000
2015-01-14,0.4736534655094147,0.47509315178160244,0.4654953195771406,0.4666950486026983,155260000
2015-01-15,0.4702942669391632,0.4798920997815794,0.4700543096765835,0.47701275564961415,188932000
2015-01-16,0.47893238067626953,0.4794122666504731,0.4681347889357815,0.46957447546219355,181512000
2015-01-20,0.48037198185920715,0.48493091210609685,0.47437330813408934,0.4822915254149931,140308000
2015-01-21,0.4870903491973877,0.488290106598067,0.4743732182296113,0.47773247602317365,144780000
2015-01-22,0.4954887926578522,0.4969284795658932,0.4830115823983202,0.4880504293688461,159712000
2015-01-23,0.49692827463150024,0.49788804643850954,0.49188937253141174,0.4959684456168968,120416000
2015-01-26,0.4947687089443207,0.49716816689000726,0.4916494078941692,0.49476870894432073,133240000
2015-01-27,0.471014142036438,0.48757042197364747,0.4700543415248867,0.48709050741597176,357948000
2015-01-28,0.4633357524871826,0.4786922999276984,0.46309579526006756,0.4767727279221597,272728000
2015-01-29,0.4746132791042328,0.47725266587165627,0.46141623085192734,0.4635757603203251,235340000
2015-01-30,0.46069642901420593,0.47677282272908583,0.45997661439731247,0.4712540628421718,298200000
2015-02-02,0.4707741439342499,0.47269371618709605,0.45445782269075397,0.46357576943892503,259604000
2015-02-03,0.4825313687324524,0.48301128314033276,0.4717338094233857,0.47413326704762276,183468000
2015-02-04,0.48373138904571533,0.48925015030154395,0.4796522859845768,0.48109200138688024,181516000
2015-02-05,0.4916495084762573,0.49188943715763384,0.4837312899148167,0.48421114727756964,140448000
2015-02-06,0.4894900918006897,0.49692845471775193,0.48733056154661214,0.49116970737354504,210524000
2015-02-09,0.4890100955963135,0.4904497248163316,0.48349133576218156,0.4866106372861517,273944000
2015-02-10,0.5026867985725403,0.5029267271440663,0.487330225843367,0.4894897546098274,226204000
2015-02-11,0.49932780861854553,0.5038867396964026,0.4959685209722261,0.5038867396964026,320832000
2015-02-12,0.5350797772407532,0.5398786943920743,0.5247620996446521,0.5278814015137714,676904000
2015-02-13,0.5353197455406189,0.5360395888873337,0.5257219105278995,0.5338800588471891,310084000
2015-02-17,0.5369994640350342,0.5396389092155536,0.5310008446043324,0.534360076062135,203340000
2015-02-18,0.5307608246803284,0.5372394156299687,0.5298010524977353,0.5362795862397591,170948000
2015-02-19,0.5322002172470093,0.5384388187952919,0.5298007595136378,0.5374790471434603,169432000
2015-02-20,0.5360395312309265,0.536279459918155,0.5278813837891272,0.5317205288227984,157752000
2015-02-23,0.5317205786705017,0.5357996527738061,0.5290811340331336,0.5357996527738061,125008000
2015-02-24,0.5373809933662415,0.5373809933662415,0.5289505795517103,0.5337679752822673,149356000
2015-02-25,0.5332862138748169,0.5376219044982923,0.530877516004404,0.5352131491999923,123820000
2015-02-26,0.534731388092041,0.5378627007384933,0.5303956979225466,0.533767920530336,152864000
2015-02-27,0.5313591361045837,0.5344904482394771,0.5294321438681031,0.5332860709131927,157492000
2015-03-02,0.544366180896759,0.5472566410221372,0.5291913800942863,0.5299139951256309,301512000
2015-03-03,0.5342494249343872,0.5429207445885672,0.5325633429777217,0.5402711954320726,160344000
2015-03-04,0.5402714014053345,0.5414757215072913,0.530154848380643,0.532322693477623,226840000
2015-03-05,0.5506288409233093,0.5515923085498702,0.5388262045712555,0.5402714347250392,323056000
2015-03-06,0.5431616902351379,0.5501468709648765,0.5426799278895621,0.5474973216338674,257392000
2015-03-09,0.5446071028709412,0.5487019410466297,0.5421984049353007,0.5434027826170653,222388000
2015-03-10,0.5540010333061218,0.5576141088665123,0.5460523245011507,0.5470157921746256,527212000
2015-03-11,0.5511104464530945,0.5612269397918773,0.5496652167110202,0.5540008485093745,262120000
2015-03-12,0.5460521578788757,0.5499060848246762,0.5356947543367302,0.5458113053909727,406972000
2015-03-13,0.546774685382843,0.5482199149350199,0.5359355211693776,0.543402521379671,359288000
2015-03-16,0.5532782673835754,0.5566504894633817,0.5474974054905637,0.5511104800661161,236956000
2015-03-17,0.5600226521492004,0.560263504644101,0.5482200184809952,0.5520739455387634,299900000
2015-03-18,0.5508695840835571,0.5629130705937339,0.545811336977645,0.5600226682880156,413844000
2015-03-19,0.5592998266220093,0.561226760711335,0.5487015742750171,0.552796352285722,310756000
2015-03-20,0.565321683883667,0.5686939055476716,0.558577355411388,0.5638765116595108,462084000
2015-03-23,0.5470156073570251,0.5556869283443358,0.5467747548770041,0.5484608370928883,426012000
2015-03-24,0.5395486354827881,0.5491834233155024,0.5371399385246095,0.5453294966968436,330480000
2015-03-25,0.5067905187606812,0.5393079675356334,0.5051043786279766,0.5393079675356334,542552000
2015-03-26,0.5051043629646301,0.5072722081298379,0.49282002188421975,0.49643309715956585,311920000
2015-03-27,0.5149801969528198,0.5169071326461054,0.4998053917275265,0.5079949545658377,318288000
2015-03-30,0.5171478986740112,0.5197974488714614,0.5106443633073718,0.5173887512116297,253252000
2015-03-31,0.5041406154632568,0.5161840973146103,0.5036589106459135,0.5157023924972671,357276000
2015-04-01,0.5060679316520691,0.5077540144500733,0.4973966076709846,0.5060679316520691,330768000
2015-04-02,0.5072720646858215,0.5104033765630361,0.502936433009299,0.5089581468615729,192204000
2015-04-06,0.5219653248786926,0.5236514075975532,0.49980528212586467,0.5051043828343162,515864000
2015-04-07,0.5265418291091919,0.5323226919230413,0.5190748262729169,0.5219652863937821,413964000
2015-04-08,0.5303956866264343,0.5323226791366854,0.5219652738562106,0.5270235215183449,366432000
2015-04-09,0.5426801443099976,0.5443662270501267,0.5260601120357284,0.5263009645906366,379432000
2015-04-10,0.5482199788093567,0.5484608312868281,0.5412347401118768,0.5431617322152511,258728000
2015-04-13,0.5431616902351379,0.5501468709648765,0.5407529359351219,0.5470155592882916,236724000
2015-04-14,0.5385852456092834,0.543161787716082,0.5332860885683653,0.5409939429137237,220276000
2015-04-15,0.5450887084007263,0.549183487968907,0.5373808542559907,0.5400304614214216,243560000
2015-04-16,0.5417165160179138,0.5465339102548078,0.5378625891428248,0.5419573685013978,155284000
2015-04-17,0.534731388092041,0.5400305458232405,0.5301548453890905,0.5303956979225466,293636000
2015-04-20,0.5320817232131958,0.5405121343452055,0.5311181984313643,0.5371399698924016,231624000
2015-04-21,0.5313591361045837,0.5385852277786748,0.5287095289579068,0.5385852277786748,230456000
2015-04-22,0.5373809933662415,0.5381036084686137,0.5263009717003831,0.5344905903846395,207420000
2015-04-23,0.535213053226471,0.5402713580468121,0.5214834835698701,0.5275052558800315,259380000
2015-04-24,0.5306365489959717,0.5352130337631611,0.5246147769047952,0.534972181256434,240960000
2015-04-27,0.534731388092041,0.5441253260313978,0.5277461477708874,0.5323226904738378,248456000
2015-04-28,0.5373809933662415,0.5393079861151964,0.5287096695656616,0.5337679752822673,234484000
2015-04-29,0.5332862138748169,0.5388262247195552,0.5311183685630791,0.533527066433492,195156000
2015-04-30,0.534731388092041,0.5373809382437001,0.5294322303608415,0.5306366078838837,218844000
2015-05-01,0.5479792952537537,0.5496653779715462,0.5366583639047554,0.5390670617055855,256968000
2015-05-04,0.5446071028709412,0.5511106389822702,0.5429210200587817,0.5474975633648652,200720000
2015-05-05,0.5306365489959717,0.5434026506985061,0.528227851645076,0.54268003575045,292928000
2015-05-06,0.5323227047920227,0.5385853302533766,0.5253374642829831,0.533527024919577,316484000
2015-05-07,0.5417165160179138,0.5434025982580398,0.5284686531525207,0.5301547353926467,534564000
2015-05-08,0.5017319917678833,0.5260598688309589,0.49354243440829176,0.5060676803190974,1146552000
2015-05-11,0.49691471457481384,0.5019730190678732,0.4908930000821455,0.49474686979207416,544144000
2015-05-12,0.5017319917678833,0.5058267704476791,0.4930606720933148,0.4933015819647331,388800000
2015-05-13,0.5046224594116211,0.5091990004844763,0.4998050658910979,0.5053450741824856,308524000
2015-05-14,0.5128121972084045,0.5154618047757591,0.5048634893621027,0.5060678668796058,293052000
2015-05-15,0.5130529403686523,0.5173885716807572,0.5099216287546301,0.5149798748567296,215824000
2015-05-18,0.5123305916786194,0.5154619049190179,0.5094401310173616,0.5118488290924458,324972000
2015-05-19,0.5091361403465271,0.5147017922902151,0.5081681557264813,0.5130078480519766,253808000
2015-05-20,0.5091361403465271,0.5154277519084077,0.5086521480365042,0.5093781076546968,196824000
2015-05-21,0.5055064558982849,0.5115561015120145,0.5050224634794559,0.5093782221678282,239692000
2015-05-22,0.5047804117202759,0.5086521773424805,0.5035705174160358,0.5067163233782216,212592000
2015-05-26,0.5016346573829651,0.5057483907506383,0.4977628913623043,0.5023606171176948,259732000
2015-05-27,0.5284950137138367,0.5309148603530734,0.5033285625108178,0.5050224493889142,432332000
2015-05-28,0.5357546210289001,0.5374485081200856,0.5275271529592273,0.5284950801979472,327656000
2015-05-29,0.5355126261711121,0.5391423675535335,0.5347866663558879,0.5357545935449537,335168000
2015-06-01,0.5415621995925903,0.5468858855277053,0.5355126115557618,0.5389003854718816,372660000
2015-06-02,0.5309150218963623,0.5410784039510811,0.530431029343771,0.5381745640229579,224304000
2015-06-03,0.5251073837280273,0.536480660276987,0.5241393986523499,0.5323669256333449,250788000
2015-06-04,0.5345448851585388,0.5362387727527923,0.5219616542369763,0.5219616542369763,323712000
2015-06-05,0.5386584997177124,0.5410783468378185,0.5272851663288782,0.5328508204744928,313320000
2015-06-08,0.5263172388076782,0.540594354118668,0.5202676498567017,0.5369646122868232,342812000
2015-06-09,0.5289791226387024,0.5328508319593566,0.5258333155453904,0.5268012428755539,256888000
2015-06-10,0.5195416212081909,0.5260752017959824,0.5166377819719731,0.522687427816194,529460000
2015-06-11,0.5251073837280273,0.5287371258338308,0.5195417291645795,0.5195417291645795,283052000
2015-06-12,0.5108299851417542,0.5248650686611521,0.509620033312426,0.5217192631373135,323728000
2015-06-15,0.5098622441291809,0.5122820909761446,0.5042965906117944,0.5081682994119766,306548000
2015-06-16,0.5161537528038025,0.5168797125611957,0.5038125523155073,0.5088942129235651,256892000
2015-06-17,0.5222032070159912,0.5251070449823413,0.5147017025278178,0.5159115965513481,233544000
2015-06-18,0.5309150218963623,0.5343027966833644,0.5251073997338283,0.5265593196978898,299404000
2015-06-19,0.5292211174964905,0.5352707068940622,0.5243814229009489,0.530915004835559,355656000
2015-06-22,0.5270431637763977,0.5330928100200643,0.5190576630432311,0.5301889705921119,514236000
2015-06-23,0.5134919285774231,0.5321247414622389,0.5093781951634009,0.5280110080482167,414064000
2015-06-24,0.5084103941917419,0.5154279683182446,0.5059905470129866,0.5127660960360184,253368000
2015-06-25,0.5122820734977722,0.5154278800608644,0.5084103071359898,0.5084103071359898,350460000
2015-06-26,0.5018765926361084,0.5086521971624034,0.4996987712648787,0.5081682048056363,421296000
2015-06-29,0.48687365651130676,0.5011507698140337,0.48614769670831237,0.4960690511930727,391724000
2015-06-30,0.4866316616535187,0.49195534797469126,0.48324388749172786,0.489777468430525,315916000
2015-07-01,0.49364930391311646,0.5057485402455537,0.4892936019109229,0.4987310235583369,302892000
2015-07-02,0.49413326382637024,0.4972790708345215,0.490987456818219,0.49340730392497334,145764000
2015-07-06,0.48808351159095764,0.49679497082884755,0.48445377056315797,0.49001942347365174,214776000
2015-07-07,0.47888806462287903,0.4871155598980459,0.46364302614984054,0.48517970580680214,594252000
2015-07-08,0.47550031542778015,0.47913008530471324,0.4716285493536462,0.47622627517253613,332492000
2015-07-09,0.4696926772594452,0.4851797419167976,0.4667888670596153,0.4830018626317896,357588000
2015-07-10,0.477920264005661,0.48227599455690917,0.4745324607560889,0.4757423843066105,216708000
2015-07-13,0.4810660481452942,0.48372786252183586,0.4779202412940618,0.48275993526615735,212472000
2015-07-14,0.4813080132007599,0.48227596929859395,0.4750164283756697,0.4817920056731026,249216000
2015-07-15,0.477920264005661,0.4832439218585853,0.4735645334544128,0.48009811485785864,265732000
2015-07-16,0.4885675609111786,0.4885675609111786,0.479130140829376,0.4808240278655405,282848000
2015-07-17,0.48566359281539917,0.48735747940240687,0.47937198109583634,0.4868735447739389,220372000
2015-07-20,0.4767102301120758,0.48759956839309165,0.47550030684161254,0.4856636565441349,188412000
